! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
H(5)                0     145.000     2.050     0.000     0.000     0.000    ! GRI-Mech
O(6)                0      80.000     2.750     0.000     0.000     0.000    ! GRI-Mech
OH(7)               1      80.000     2.750     0.000     0.000     0.000    ! GRI-Mech
H2(8)               1      38.000     2.920     0.000     0.790   280.000    ! GRI-Mech
He(9)               0      10.200     2.576     0.000     0.000     0.000    ! NOx2018
HO2(10)             2     107.400     3.458     0.000     0.000     1.000    ! GRI-Mech
H2O2(11)            2     107.400     3.458     0.000     0.000     3.800    ! GRI-Mech
C2H4(12)            2     280.801     3.971     0.000     0.000     1.500    ! GRI-Mech
CH3(13)             2     144.001     3.800     0.000     0.000     0.000    ! GRI-Mech
HCO(14)             2     498.002     3.590     0.000     0.000     0.000    ! GRI-Mech
CH3CO(15)           2     436.001     3.970     0.000     0.000     2.000    ! GRI-Mech
CH2CHO(16)          2     436.001     3.970     0.000     0.000     2.000    ! GRI-Mech
C2H3(17)            2     209.001     4.100     0.000     0.000     1.000    ! GRI-Mech
CH2(18)             2     144.001     3.800     0.000     0.000     0.000    ! GRI-Mech
CH2O(19)            2     498.002     3.590     0.000     0.000     2.000    ! GRI-Mech
CH2CO(20)           2     436.001     3.970     0.000     0.000     2.000    ! GRI-Mech
CH4(21)             2     141.400     3.746     0.000     2.600    13.000    ! GRI-Mech
CO(22)              1      98.100     3.650     0.000     1.950     1.800    ! GRI-Mech
C2H2(23)            1     209.001     4.100     0.000     0.000     2.500    ! GRI-Mech
Ar                  0     136.501     3.330     0.000     0.000     0.000    ! GRI-Mech
N2                  1      97.530     3.621     0.000     1.760     4.000    ! GRI-Mech
Ne                  0     148.600     3.758     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
CH2F2(1)            2     262.000     4.123     1.800     0.000     0.000    ! NIST_Fluorine
C3H8(2)             2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
O2(3)               1     107.400     3.458     0.000     1.600     3.800    ! GRI-Mech
H2O(4)              2     572.402     2.605     1.844     0.000     4.000    ! GRI-Mech
C2H5(34)            2     252.301     4.302     0.000     0.000     1.500    ! GRI-Mech
CHF(686)            2     262.000     4.123     1.800     0.000     0.000    ! NIST_Fluorine
HF(684)             1     330.001     3.148     1.920     2.460     1.000    ! NIST_Fluorine
IC3H7(93)           2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
CHFO2(895)          2     356.513     4.926     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=463.00 K, Pc=56.28 bar (from Joback method)
NC3H7(92)           2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
C3H6(95)            2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
CHF2(727)           2     262.000     4.123     1.800     0.000     0.000    ! NIST_Fluorine
CHFO2(903)          2     438.966     5.815     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=570.09 K, Pc=42.11 bar (from Joback method)
CFO2(918)           2     433.932     5.199     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=563.55 K, Pc=58.27 bar (from Joback method)
